GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ConstantPoolWrapper.new InvokeDynamic.InvocationProvider.ArgumentProvider.ConstantPoolWrapper() {...},17,0,0,0,2,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ConstantPoolWrapper.new InvokeDynamic.InvocationProvider.ArgumentProvider.ConstantPoolWrapper() {...},17,0,0,0,2,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ConstantPoolWrapper.new InvokeDynamic.InvocationProvider.ArgumentProvider.ConstantPoolWrapper() {...},17,0,0,0,2,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,MethodCall.MethodInvoker.ForVirtualInvocation.WithImplicitType,41,0,4,0,6,0,5,0,3,0
proiektua23,net.bytebuddy.implementation,StubMethod,51,0,0,0,11,0,6,0,6,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,DefaultMethodCall.Appender,207,0,22,0,33,0,16,0,5,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.ForSetter.OfConstantValue,143,0,12,0,9,0,14,0,8,0
proiektua23,net.bytebuddy.implementation,EqualsMethod.NaturalOrderComparator,16,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.ForSetter.Appender,211,0,26,0,19,0,17,0,4,0
proiektua23,net.bytebuddy.implementation,Implementation.Context.Disabled.Factory,35,0,2,0,5,0,3,0,2,0
proiektua23,net.bytebuddy.implementation,FixedValue,332,0,38,0,47,0,32,0,13,0
proiektua23,net.bytebuddy.implementation,MethodCall.MethodInvoker.ForDefaultMethodInvocation,96,0,12,0,11,0,10,0,4,0
proiektua23,net.bytebuddy.implementation,HashCodeMethod.ValueTransformer.new HashCodeMethod.ValueTransformer() {...},19,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,HashCodeMethod.ValueTransformer.new HashCodeMethod.ValueTransformer() {...},19,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,HashCodeMethod.ValueTransformer.new HashCodeMethod.ValueTransformer() {...},19,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,HashCodeMethod.ValueTransformer.new HashCodeMethod.ValueTransformer() {...},19,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,FieldAccessor,65,43,12,0,3,7,10,4,4,4
proiektua23,net.bytebuddy.implementation,EqualsMethod.NullValueGuard.UsingJump.BeforeInstruction,109,0,8,0,11,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ForStringConstant,53,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.ForImplicitProperty,321,24,26,0,44,6,30,4,17,4
proiektua23,net.bytebuddy.implementation,Implementation.Context.Default,102,251,12,12,17,51,13,8,3,6
proiektua23,net.bytebuddy.implementation,MethodCall.TargetHandler.ForField.Location.ForExplicitField,72,0,12,0,6,0,10,0,4,0
proiektua23,net.bytebuddy.implementation,EqualsMethod.ValueComparator,397,0,36,0,47,0,21,0,3,0
proiektua23,net.bytebuddy.implementation,MethodCall.Appender,358,0,28,0,32,0,20,0,6,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForNullConstant,39,0,2,0,8,0,6,0,5,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ReturnTypeProvider.ForExplicitType,44,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ForField.WithExplicitType,97,0,12,0,7,0,10,0,4,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,ToStringMethod.ValueConsumer.new ToStringMethod.ValueConsumer() {...},26,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,Implementation.Context.Default.Factory,0,23,0,0,0,3,0,2,0,2
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ForField,150,0,18,0,14,0,15,0,6,0
proiektua23,net.bytebuddy.implementation,Implementation.Target.AbstractBase,115,25,19,1,11,8,14,3,4,3
proiektua23,net.bytebuddy.implementation,DefaultMethodCall,136,0,14,0,21,0,18,0,11,0
proiektua23,net.bytebuddy.implementation,Implementation.Context.Default.FieldSetter,66,0,2,0,14,0,11,0,10,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.Target.Resolved.Simple,107,0,14,0,10,0,14,0,7,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForField.Factory,97,0,12,0,9,0,11,0,5,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.FieldLocation.Absolute,99,0,14,0,10,0,13,0,6,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ForJavaConstant,55,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,HashCodeMethod.NullValueGuard.UsingJump.BeforeInstruction,76,0,8,0,7,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForMethodParameter.OfInstrumentedMethod,48,0,2,0,9,0,5,0,4,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.FieldLocation.Relative.Prepared,67,23,11,1,1,7,8,2,2,2
proiektua23,net.bytebuddy.implementation,MethodDelegation.ImplementationDelegate.ForField.WithLookup,85,0,12,0,8,0,11,0,5,0
proiektua23,net.bytebuddy.implementation,EqualsMethod.ConditionalReturn,144,0,12,0,23,0,20,0,14,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForStackManipulation,293,0,40,0,43,0,29,0,9,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ForDoubleConstant,57,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,MethodCall.TargetHandler.ForField,132,0,16,0,13,0,14,0,6,0
proiektua23,net.bytebuddy.implementation,HashCodeMethod.ValueTransformer,241,0,36,0,46,0,21,0,3,0
proiektua23,net.bytebuddy.implementation,MethodCall.MethodInvoker.ForContextualInvocation,78,0,14,0,8,0,11,0,4,0
proiektua23,net.bytebuddy.implementation,Implementation.Context.Default.FieldGetterDelegation,116,0,12,0,13,0,12,0,6,0
proiektua23,net.bytebuddy.implementation,Implementation.Context.ExtractableView.AbstractBase,50,15,10,0,0,6,7,3,2,3
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ForCharacterConstant,50,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,MethodCall.MethodInvoker.ForDefaultMethodInvocation.Factory,19,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.Default,168,0,14,0,22,0,18,0,11,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.ArgumentProvider.ForIntegerConstant,50,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,HashCodeMethod.OffsetProvider.ForSuperMethodCall,49,0,2,0,6,0,3,0,2,0
proiektua23,net.bytebuddy.implementation,Implementation.Compound.Composable,210,0,22,0,30,0,19,0,8,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.TerminationHandler.new InvokeDynamic.TerminationHandler() {...},49,0,2,0,5,0,3,0,2,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.TerminationHandler.new InvokeDynamic.TerminationHandler() {...},16,0,2,0,4,0,3,0,2,0
proiektua23,net.bytebuddy.implementation,MethodCall.TargetHandler.ForField.Location.ForImplicitField,90,0,12,0,8,0,10,0,4,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.ForSetter.OfDefaultValue,53,0,0,0,7,0,6,0,6,0
proiektua23,net.bytebuddy.implementation,EqualsMethod.NullValueGuard.NoOp,21,0,0,0,5,0,4,0,4,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForField.ArgumentProvider,49,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.ForSetter.TerminationHandler.new FieldAccessor.ForSetter.TerminationHandler() {...},25,0,2,0,4,0,3,0,2,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.ForSetter.TerminationHandler.new FieldAccessor.ForSetter.TerminationHandler() {...},8,0,0,0,2,0,2,0,2,0
proiektua23,net.bytebuddy.implementation,InvokeDynamic.TerminationHandler,24,0,0,0,3,0,1,0,1,0
proiektua23,net.bytebuddy.implementation,LoadedTypeInitializer.NoOp,2,15,0,0,1,3,1,2,1,2
proiektua23,net.bytebuddy.implementation,EqualsMethod.TypeCompatibilityCheck,34,0,0,0,7,0,1,0,1,0
proiektua23,net.bytebuddy.implementation,MethodCall.MethodLocator.ForInstrumentedMethod,18,0,0,0,4,0,3,0,3,0
proiektua23,net.bytebuddy.implementation,MethodCall.MethodInvoker.ForVirtualInvocation,69,0,10,0,6,0,9,0,4,0
proiektua23,net.bytebuddy.implementation,Implementation.Context.Default.FieldGetter,63,0,2,0,14,0,11,0,10,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.FieldNameExtractor.ForBeanProperty,31,49,4,4,4,8,3,3,0,2
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForInstrumentedType.Factory,22,0,0,0,4,0,3,0,3,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForMethodParameterArrayElement.OfInvokedMethod,121,0,14,0,13,0,13,0,6,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForInstance.Factory,86,0,8,0,9,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.ForImplicitProperty.Appender,129,145,20,10,5,21,16,3,2,2
proiektua23,net.bytebuddy.implementation,InvokeDynamic.InvocationProvider.NameProvider.ForExplicitName,44,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForMethodCall.Factory,60,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.implementation,MethodDelegation.ImplementationDelegate.ForMethodReturn,225,0,20,0,25,0,15,0,5,0
proiektua23,net.bytebuddy.implementation,Implementation.Target.AbstractBase.DefaultMethodInvocation,2,30,1,1,0,4,1,2,0,2
proiektua23,net.bytebuddy.implementation,EqualsMethod,310,0,18,0,36,0,26,0,17,0
proiektua23,net.bytebuddy.implementation,FieldAccessor.ForSetter.OfFieldValue,160,0,16,0,15,0,16,0,8,0
proiektua23,net.bytebuddy.implementation,MethodDelegation.ImplementationDelegate.ForStaticMethod,77,0,10,0,10,0,11,0,6,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForField,141,0,18,0,14,0,13,0,4,0
proiektua23,net.bytebuddy.implementation,MethodCall.ArgumentLoader.ForMethodCall.ArgumentProvider,61,0,8,0,6,0,8,0,4,0
proiektua23,org.objenesis.instantiator.gcj,GCJSerializationInstantiator,33,0,0,0,6,0,2,0,2,0
proiektua23,org.objenesis.instantiator.gcj,GCJInstantiator,28,0,0,0,5,0,2,0,2,0
proiektua23,org.objenesis.instantiator.gcj,GCJInstantiatorBase,41,0,2,0,13,0,4,0,3,0
proiektua23,org.objenesis.instantiator.gcj,GCJInstantiatorBase.DummyStream,3,0,0,0,2,0,1,0,1,0
proiektua23,javax.persistence,NonUniqueResultException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.persistence,OptimisticLockException,33,0,0,0,15,0,7,0,7,0
proiektua23,javax.persistence,CacheStoreMode,34,0,0,0,4,0,1,0,1,0
proiektua23,javax.persistence,PersistenceException,16,0,0,0,8,0,4,0,4,0
proiektua23,javax.persistence,TemporalType,34,0,0,0,4,0,1,0,1,0
proiektua23,javax.persistence,TransactionRequiredException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.persistence,SharedCacheMode,54,0,0,0,6,0,1,0,1,0
proiektua23,javax.persistence,FetchType,24,0,0,0,3,0,1,0,1,0
proiektua23,javax.persistence,LockTimeoutException,33,0,0,0,15,0,7,0,7,0
proiektua23,javax.persistence,ParameterMode,44,0,0,0,5,0,1,0,1,0
proiektua23,javax.persistence,InheritanceType,34,0,0,0,4,0,1,0,1,0
proiektua23,javax.persistence,CascadeType,64,0,0,0,7,0,1,0,1,0
proiektua23,javax.persistence,SynchronizationType,24,0,0,0,3,0,1,0,1,0
proiektua23,javax.persistence,ValidationMode,34,0,0,0,4,0,1,0,1,0
proiektua23,javax.persistence,QueryTimeoutException,33,0,0,0,15,0,7,0,7,0
proiektua23,javax.persistence,Persistence,93,0,10,0,22,0,11,0,6,0
proiektua23,javax.persistence,PersistenceContextType,24,0,0,0,3,0,1,0,1,0
proiektua23,javax.persistence,DiscriminatorType,34,0,0,0,4,0,1,0,1,0
proiektua23,javax.persistence,FlushModeType,24,0,0,0,3,0,1,0,1,0
proiektua23,javax.persistence,EntityExistsException,16,0,0,0,8,0,4,0,4,0
proiektua23,javax.persistence,GenerationType,44,0,0,0,5,0,1,0,1,0
proiektua23,javax.persistence,PessimisticLockScope,24,0,0,0,3,0,1,0,1,0
proiektua23,javax.persistence,EntityNotFoundException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.persistence,ConstraintMode,34,0,0,0,4,0,1,0,1,0
proiektua23,javax.persistence,NoResultException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.persistence,LockModeType,84,0,0,0,9,0,1,0,1,0
proiektua23,javax.persistence,RollbackException,16,0,0,0,8,0,4,0,4,0
proiektua23,javax.persistence,AccessType,24,0,0,0,3,0,1,0,1,0
proiektua23,javax.persistence,CacheRetrieveMode,24,0,0,0,3,0,1,0,1,0
proiektua23,javax.persistence,Persistence.PersistenceUtilImpl,94,0,18,0,27,0,11,0,2,0
proiektua23,javax.persistence,PessimisticLockException,33,0,0,0,15,0,7,0,7,0
proiektua23,javax.persistence,EnumType,24,0,0,0,3,0,1,0,1,0
proiektua23,org.objenesis.tck.features,ExtendsNotSerializableParentClass.ExtendsNotSerializable,15,0,0,0,3,0,1,0,1,0
proiektua23,org.objenesis.tck.features,NotSerializableClass,13,0,0,0,6,0,2,0,2,0
proiektua23,org.objenesis.tck.features,AbstractFeature,10,0,0,0,4,0,2,0,2,0
proiektua23,org.objenesis.tck.features,SerializableClass.IsSerializable,15,0,0,0,3,0,1,0,1,0
proiektua23,org.objenesis.tck.features,ReadExternalNotCalled,10,0,0,0,3,0,2,0,2,0
proiektua23,org.objenesis.tck.features,ReadObjectNotCalled,10,0,0,0,3,0,2,0,2,0
proiektua23,org.objenesis.tck.features,ExtendsSerializableClass.ExtendsSerializable,15,0,0,0,3,0,1,0,1,0
proiektua23,org.objenesis.tck.features,ExtendsSerializableClass,10,0,0,0,3,0,2,0,2,0
proiektua23,org.objenesis.tck.features,ReadObjectNotCalled.ReadObjectAndAll,19,0,0,0,7,0,4,0,4,0
proiektua23,org.objenesis.tck.features,SerializableClass,10,0,0,0,3,0,2,0,2,0
proiektua23,org.objenesis.tck.features,ReadExternalNotCalled.ReadExternalAndAll,13,0,0,0,5,0,3,0,3,0
proiektua23,org.objenesis.tck.features,ExtendsNotSerializableParentClass,30,0,4,0,3,0,4,0,2,0
proiektua23,org.objenesis.tck.features,NotSerializableClass.NotSerializable,15,0,0,0,3,0,1,0,1,0
proiektua23,javax.transaction,HeuristicCommitException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.transaction,TransactionRequiredException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.transaction,NotSupportedException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.transaction,HeuristicMixedException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.transaction,SystemException,13,0,0,0,7,0,3,0,3,0
proiektua23,javax.transaction,TransactionRolledbackException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.transaction,HeuristicRollbackException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.transaction,RollbackException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.transaction,InvalidTransactionException,7,0,0,0,4,0,2,0,2,0
proiektua23,javax.jdo.datastore,DataStoreCache.EmptyDataStoreCache,19,0,0,0,18,0,17,0,17,0
proiektua23,net.bytebuddy.utility.visitor,StackAwareMethodVisitor,682,0,67,0,153,0,62,0,23,0
proiektua23,net.bytebuddy.utility.visitor,LocalVariableAwareMethodVisitor,36,0,3,0,10,0,5,0,3,0
proiektua23,net.bytebuddy.utility.visitor,MetadataAwareClassVisitor,203,0,6,0,73,0,27,0,24,0
proiektua23,net.bytebuddy.utility.visitor,ExceptionTableSensitiveMethodVisitor,215,0,2,0,82,0,33,0,32,0
proiektua23,net.bytebuddy.utility.visitor,LineNumberPrependingMethodVisitor,32,0,2,0,11,0,4,0,3,0
proiektua23,com.objectdb.jpa,Provider,252,0,38,0,77,0,33,0,14,0
proiektua23,com.objectdb.jpa,EMF,371,0,38,0,110,0,39,0,20,0
proiektua23,com.objectdb.jpa,ObjectdbJpaVendorAdapter,63,0,0,0,18,0,9,0,9,0
proiektua23,com.objectdb.jpa,MetamodelImpl,347,0,31,0,88,0,28,0,12,0
proiektua23,com.objectdb.jpa,EMImpl,963,0,82,0,303,0,106,0,65,0
proiektua23,com.objectdb.jpa,JpaQuery,685,0,62,0,157,0,70,0,39,0
proiektua23,net.bytebuddy.description.modifier,ParameterManifestation,53,0,4,0,10,0,8,0,6,0
proiektua23,net.bytebuddy.description.modifier,Visibility,65,78,18,5,7,14,16,7,5,5
proiektua23,net.bytebuddy.description.modifier,MethodArguments,53,0,4,0,10,0,8,0,6,0
proiektua23,net.bytebuddy.description.modifier,SynchronizationState,14,39,4,0,2,8,4,4,2,4
proiektua23,net.bytebuddy.description.modifier,EnumerationState,53,0,4,0,10,0,8,0,6,0
proiektua23,net.bytebuddy.description.modifier,ModifierContributor.Resolver,47,43,8,2,3,10,9,6,5,5
proiektua23,net.bytebuddy.description.modifier,Ownership,14,39,4,0,2,8,4,4,2,4
proiektua23,net.bytebuddy.description.modifier,MethodStrictness,53,0,4,0,10,0,8,0,6,0
proiektua23,net.bytebuddy.description.modifier,FieldManifestation,35,50,10,0,4,9,9,4,4,4
proiektua23,net.bytebuddy.description.modifier,SyntheticState,14,39,4,0,2,8,4,4,2,4
proiektua23,net.bytebuddy.description.modifier,MethodManifestation,137,0,10,0,18,0,14,0,9,0
proiektua23,net.bytebuddy.description.modifier,ProvisioningState,53,0,4,0,10,0,8,0,6,0
proiektua23,net.bytebuddy.description.modifier,FieldPersistence,55,0,4,0,10,0,8,0,6,0
proiektua23,net.bytebuddy.description.modifier,TypeManifestation,46,72,12,0,5,11,11,4,5,4
proiektua23,org.objenesis.tck.candidates,SerializableDefaultPublicConstructor,3,0,0,0,2,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,ConstructorWithMandatoryArguments,10,0,2,0,4,0,2,0,1,0
proiektua23,org.objenesis.tck.candidates,SerializableNoConstructor,3,0,0,0,1,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,DefaultPackageConstructor,3,0,0,0,2,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,DefaultPublicConstructor,3,0,0,0,2,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,SerializableDefaultPackageConstructor,3,0,0,0,2,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,ConstructorThrowingException,7,0,0,0,2,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,SerializableWithAncestorThrowingException,3,0,0,0,2,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,SerializableConstructorWithArguments,20,0,0,0,5,0,2,0,2,0
proiektua23,org.objenesis.tck.candidates,SerializableConstructorWithMandatoryArguments,10,0,2,0,4,0,2,0,1,0
proiektua23,org.objenesis.tck.candidates,SerializableConstructorThrowingException,7,0,0,0,2,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,SerializableDefaultProtectedConstructor,3,0,0,0,2,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,ConstructorWithArguments,20,0,0,0,5,0,2,0,2,0
proiektua23,org.objenesis.tck.candidates,SerializableReplacer,7,0,0,0,2,0,2,0,2,0
proiektua23,org.objenesis.tck.candidates,NoConstructor,3,0,0,0,1,0,1,0,1,0
proiektua23,org.objenesis.tck.candidates,SerializableResolver,7,0,0,0,2,0,2,0,2,0
proiektua23,org.objenesis.tck.candidates,DefaultProtectedConstructor,3,0,0,0,2,0,1,0,1,0
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.WithMethodAttributeAppenderFactory,71,0,10,0,6,0,10,0,5,0
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},4,38,1,1,0,7,1,4,0,4
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},33,6,2,0,5,1,3,1,2,1
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},34,6,2,0,5,1,3,1,2,1
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},59,6,4,0,8,1,4,1,2,1
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},0,10,0,0,0,3,0,3,0,3
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget,54,72,13,5,1,14,11,5,3,4
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,198,0,14,0,20,0,15,0,8,0
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget.OriginTypeResolver.new SubclassImplementationTarget.OriginTypeResolver() {...},3,6,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget.OriginTypeResolver.new SubclassImplementationTarget.OriginTypeResolver() {...},2,6,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget.Factory,0,44,0,0,0,7,0,3,0,3
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget.OriginTypeResolver,0,24,0,0,0,3,0,1,0,1
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.ForDefaultConstructor,196,0,20,0,26,0,18,0,8,0
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder.InstrumentableMatcher,58,0,8,0,7,0,8,0,4,0
proiektua23,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default,14,107,0,2,3,19,3,4,3,3
proiektua23,org.objenesis.instantiator.perc,PercInstantiator,59,0,0,0,12,0,2,0,2,0
proiektua23,org.objenesis.instantiator.perc,PercSerializationInstantiator,119,0,2,0,20,0,3,0,2,0
proiektua23,com.toedter.calendar,MinMaxDateEvaluator,49,0,2,0,0,0,14,0,13,0
proiektua23,com.toedter.calendar,JMonthChooser,378,0,48,0,0,0,43,0,19,0
proiektua23,com.toedter.calendar,JYearChooserBeanInfo,5,0,0,0,0,0,1,0,1,0
proiektua23,com.toedter.calendar,JDateChooserCellEditor,27,0,2,0,0,0,4,0,3,0
proiektua23,com.toedter.calendar,DateUtil,179,0,14,0,0,0,14,0,7,0
proiektua23,com.toedter.calendar,JDayChooserBeanInfo,5,0,0,0,0,0,1,0,1,0
proiektua23,com.toedter.calendar,JCalendarBeanInfo,5,0,0,0,0,0,1,0,1,0
proiektua23,com.toedter.calendar,JDateChooser,504,0,32,0,0,0,48,0,32,0
proiektua23,com.toedter.calendar,JDayChooser.DecoratorButton,66,0,6,0,0,0,7,0,4,0
proiektua23,com.toedter.calendar,JSpinnerDateEditor,249,0,16,0,0,0,25,0,17,0
proiektua23,com.toedter.calendar,JDateChooserBeanInfo,5,0,0,0,0,0,1,0,1,0
proiektua23,com.toedter.calendar,JCalendar.new ActionListener() {...},14,0,0,0,0,0,2,0,2,0
proiektua23,com.toedter.calendar,JCalendar.new ActionListener() {...},13,0,0,0,0,0,2,0,2,0
proiektua23,com.toedter.calendar,JDayChooser.new JButton() {...},34,0,4,0,0,0,4,0,2,0
proiektua23,com.toedter.calendar,JDayChooser,1486,0,134,0,0,0,118,0,51,0
proiektua23,com.toedter.calendar,JDateChooser.new JButton() {...},9,0,0,0,0,0,2,0,2,0
proiektua23,com.toedter.calendar,JDateChooser.new JPopupMenu() {...},30,0,12,0,0,0,8,0,2,0
proiektua23,com.toedter.calendar,JDateChooser.new ChangeListener() {...},66,0,8,0,0,0,6,0,2,0
proiektua23,com.toedter.calendar,JCalendar,875,0,64,0,0,0,86,0,54,0
proiektua23,com.toedter.calendar,JYearChooser,102,0,2,0,0,0,11,0,10,0
proiektua23,com.toedter.calendar,JMonthChooser.new JSpinner() {...},24,0,0,0,0,0,2,0,2,0
proiektua23,com.toedter.calendar,JMonthChooserBeanInfo,5,0,0,0,0,0,1,0,1,0
proiektua23,com.toedter.calendar,JTextFieldDateEditor,507,0,40,0,0,0,46,0,26,0
proiektua23,net.bytebuddy.jar.asm.signature,SignatureWriter,240,0,16,0,67,0,28,0,20,0
proiektua23,net.bytebuddy.jar.asm.signature,SignatureReader,280,0,44,0,76,0,28,0,4,0
proiektua23,net.bytebuddy.jar.asm.signature,SignatureVisitor,55,0,8,0,21,0,21,0,17,0
proiektua23,net.bytebuddy.dynamic.loading,ClassInjector.AbstractBase,58,0,4,0,11,0,4,0,2,0
proiektua23,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.UsingUnsafeOverride,543,0,6,0,75,0,11,0,8,0
proiektua23,net.bytebuddy.dynamic.loading,ClassInjector.UsingLookup,187,0,20,0,24,0,20,0,10,0
proiektua23,net.bytebuddy.dynamic.loading,ClassLoadingStrategy.Default.InjectionDispatcher,139,0,20,0,13,0,19,0,9,0
proiektua23,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PackageLookupStrategy.ForLegacyVm,18,0,0,0,3,0,2,0,2,0
